wave,temp,time,intensity
1317.2846,25,0,92.9181
1319.2132,25,0,92.9129
1321.1419,25,0,92.9637
1323.0706,25,0,93.0233
1324.9993,25,0,93.0508
1326.9279,25,0,93.0547
1328.8566,25,0,93.0361
1330.7853,25,0,92.9991
1332.714,25,0,92.972
1334.6426,25,0,92.9348
1336.5713,25,0,92.8143
1338.5,25,0,92.6416
1340.4287,25,0,92.6277
1342.3573,25,0,92.772
1344.286,25,0,92.8431
1346.2147,25,0,92.8242
1348.1434,25,0,92.7887
1350.072,25,0,92.7598
1352.0007,25,0,92.746
1353.9294,25,0,92.7136
1355.8581,25,0,92.6524
1357.7867,25,0,92.5142
1359.7154,25,0,92.1571
1361.6441,25,0,91.5456
1363.5728,25,0,91.0086
1365.5014,25,0,90.7887
1367.4301,25,0,90.6153
1369.3588,25,0,90.2319
1371.2875,25,0,89.4795
1373.2161,25,0,88.4083
1375.1448,25,0,87.6785
1377.0735,25,0,87.7686
1379.0022,25,0,88.5482
1380.9308,25,0,89.6422
1382.8595,25,0,90.628
1384.7882,25,0,91.3571
1386.7169,25,0,91.9601
1388.6455,25,0,92.6763
1390.5742,25,0,93.26
1392.5029,25,0,93.376
1394.4315,25,0,93.2633
1396.3602,25,0,93.2974
1398.2889,25,0,93.3293
1400.2176,25,0,93.433
1402.1462,25,0,93.5557
1404.0749,25,0,93.4359
1406.0036,25,0,93.3793
1407.9323,25,0,93.4399
1409.8609,25,0,93.3928
1411.7896,25,0,93.3166
1413.7183,25,0,93.2415
1415.647,25,0,93.0228
1417.5756,25,0,92.551
1419.5043,25,0,92.2884
1421.433,25,0,92.4626
1423.3617,25,0,92.3795
1425.2903,25,0,92.1082
1427.219,25,0,91.7759
1429.1477,25,0,91.1474
1431.0764,25,0,90.4754
1433.005,25,0,89.8396
1434.9337,25,0,88.8986
1436.8624,25,0,87.9558
1438.7911,25,0,87.6477
1440.7197,25,0,87.3037
1442.6484,25,0,86.6784
1444.5771,25,0,86.0465
1446.5058,25,0,85.3501
1448.4344,25,0,84.7279
1450.3631,25,0,84.2148
1452.2918,25,0,83.6134
1454.2205,25,0,82.9079
1456.1491,25,0,82.1935
1458.0778,25,0,82.3309
1460.0065,25,0,83.2368
1461.9351,25,0,83.8729
1463.8638,25,0,84.3013
1465.7925,25,0,85.2177
1467.7212,25,0,86.797
1469.6498,25,0,88.3429
1471.5785,25,0,89.4854
1473.5072,25,0,90.5692
1475.4359,25,0,91.544
1477.3645,25,0,92.3427
1479.2932,25,0,92.9464
1481.2219,25,0,93.2901
1483.1506,25,0,93.5807
1485.0792,25,0,93.7073
1487.0079,25,0,93.6023
1488.9366,25,0,93.4458
1490.8653,25,0,93.6409
1492.7939,25,0,94.0688
1494.7226,25,0,94.0776
1496.6513,25,0,93.8954
1498.58,25,0,94.0379
1500.5086,25,0,94.3285
1502.4373,25,0,94.4923
1504.366,25,0,94.1311
1506.2947,25,0,93.3912
1508.2233,25,0,93.6356
1510.152,25,0,94.2708
1512.0807,25,0,94.5416
1514.0094,25,0,94.5727
1515.938,25,0,94.3776
1517.8667,25,0,94.3035
1519.7954,25,0,94.1979
1521.7241,25,0,94.1014
1523.6527,25,0,94.401
1525.5814,25,0,94.5428
1527.5101,25,0,94.6488
1529.4388,25,0,94.8775
1531.3674,25,0,94.7849
1533.2961,25,0,94.5245
1535.2248,25,0,94.7102
1537.1534,25,0,94.6816
1539.0821,25,0,93.9981
1541.0108,25,0,93.7924
1542.9395,25,0,94.1582
1544.8681,25,0,94.4849
1546.7968,25,0,94.8293
1548.7255,25,0,94.8733
1550.6542,25,0,94.78
1552.5828,25,0,94.6963
1554.5115,25,0,94.5041
1556.4402,25,0,94.1231
1558.3689,25,0,93.3243
1560.2975,25,0,93.6146
1562.2262,25,0,94.4877
1564.1549,25,0,94.6577
1566.0836,25,0,94.6054
1568.0122,25,0,94.394
1569.9409,25,0,94.2126
1571.8696,25,0,94.45
1573.7983,25,0,94.4036
1575.7269,25,0,94.0159
1577.6556,25,0,94.1167
1579.5843,25,0,94.4047
1581.513,25,0,94.4496
1583.4416,25,0,94.411
1585.3703,25,0,94.3793
1587.299,25,0,94.3642
1589.2277,25,0,94.3342
1591.1563,25,0,94.2788
1593.085,25,0,94.221
1595.0137,25,0,94.165
1596.9424,25,0,94.1467
1598.871,25,0,94.1362
1600.7997,25,0,94.0988
1602.7284,25,0,94.0929
1604.6571,25,0,94.1416
1606.5857,25,0,94.1692
1608.5144,25,0,94.1782
1610.4431,25,0,94.2394
1612.3717,25,0,94.3407
1614.3004,25,0,94.2395
1616.2291,25,0,93.9826
1618.1578,25,0,94.2018
1620.0864,25,0,94.4993
1622.0151,25,0,94.373
1623.9438,25,0,94.3132
1625.8725,25,0,94.478
1627.8011,25,0,94.5627
1629.7298,25,0,94.7208
1631.6585,25,0,94.8229
1633.5872,25,0,94.4977
1635.5158,25,0,94.0738
1637.4445,25,0,94.3811
1639.3732,25,0,94.8115
1641.3019,25,0,94.9595
1643.2305,25,0,94.9083
1645.1592,25,0,94.5055
1647.0879,25,0,94.2537
1649.0166,25,0,94.6127
1650.9452,25,0,94.4722
1652.8739,25,0,93.7081
1654.8026,25,0,94.1848
1656.7313,25,0,94.938
1658.6599,25,0,95.1424
1660.5886,25,0,95.0275
1662.5173,25,0,94.8538
1664.446,25,0,95.0077
1666.3746,25,0,95.08
1668.3033,25,0,94.7404
1670.232,25,0,94.6249
1672.1607,25,0,94.8421
1674.0893,25,0,94.73
1676.018,25,0,94.7188
1677.9467,25,0,94.984
1679.8754,25,0,94.9762
1681.804,25,0,94.6098
1683.7327,25,0,94.0725
1685.6614,25,0,94.3195
1687.59,25,0,94.7897
1689.5187,25,0,94.852
1691.4474,25,0,94.9293
1693.3761,25,0,94.761
1695.3047,25,0,94.2814
1697.2334,25,0,94.1338
1699.1621,25,0,93.8132
1701.0908,25,0,93.7551
1703.0194,25,0,94.2828
1704.9481,25,0,94.3497
1706.8768,25,0,94.4337
1708.8055,25,0,94.7108
1710.7341,25,0,94.868
1712.6628,25,0,94.8756
1714.5915,25,0,94.7049
1716.5202,25,0,94.4569
1718.4488,25,0,94.5941
1720.3775,25,0,95.1233
1722.3062,25,0,95.3472
1724.2349,25,0,95.3392
1726.1635,25,0,95.3841
1728.0922,25,0,95.3163
1730.0209,25,0,95.1965
1731.9496,25,0,94.9125
1733.8782,25,0,94.5128
1735.8069,25,0,94.8701
1737.7356,25,0,95.1912
1739.6643,25,0,95.0958
1741.5929,25,0,95.1359
1743.5216,25,0,95.2139
1745.4503,25,0,95.2094
1747.379,25,0,95.0982
1749.3076,25,0,94.8977
1751.2363,25,0,94.9103
1753.165,25,0,95.2471
1755.0936,25,0,95.347
1757.0223,25,0,95.2391
1758.951,25,0,95.275
1760.8797,25,0,95.1888
1762.8083,25,0,95.2375
1764.737,25,0,95.4515
1766.6657,25,0,95.344
1768.5944,25,0,95.1583
1770.523,25,0,95.006
1772.4517,25,0,94.9088
1774.3804,25,0,95.1772
1776.3091,25,0,95.418
1778.2377,25,0,95.4147
1780.1664,25,0,95.3422
1782.0951,25,0,95.3638
1784.0238,25,0,95.382
1785.9524,25,0,95.4064
1787.8811,25,0,95.4846
1789.8098,25,0,95.3242
1791.7385,25,0,95.055
1793.6671,25,0,95.1594
1795.5958,25,0,95.389
1797.5245,25,0,95.4134
1799.4532,25,0,95.3183
1801.3818,25,0,95.2925
1803.3105,25,0,95.3975
1805.2392,25,0,95.4817
1807.1679,25,0,95.4761
1809.0965,25,0,95.4108
1811.0252,25,0,95.3686
1812.9539,25,0,95.4241
1814.8826,25,0,95.4583
1816.8112,25,0,95.4362
1818.7399,25,0,95.4386
1820.6686,25,0,95.4536
1822.5973,25,0,95.3648
1824.5259,25,0,95.2077
1826.4546,25,0,95.2375
1828.3833,25,0,95.2253
1830.3119,25,0,95.1608
1832.2406,25,0,95.3235
1834.1693,25,0,95.4199
1836.098,25,0,95.3865
1838.0266,25,0,95.3833
1839.9553,25,0,95.3952
1841.884,25,0,95.2412
1843.8127,25,0,94.9867
1845.7413,25,0,95.0602
1847.67,25,0,95.2695
1849.5987,25,0,95.3435
1851.5274,25,0,95.3651
1853.456,25,0,95.3534
1855.3847,25,0,95.3186
1857.3134,25,0,95.3243
1859.2421,25,0,95.3378
1861.1707,25,0,95.3069
1863.0994,25,0,95.3019
1865.0281,25,0,95.2828
1866.9568,25,0,95.0937
1868.8854,25,0,94.931
1870.8141,25,0,95.0687
1872.7428,25,0,95.2095
1874.6715,25,0,95.2219
1876.6001,25,0,95.243
1878.5288,25,0,95.2592
1880.4575,25,0,95.2592
1882.3862,25,0,95.2601
1884.3148,25,0,95.2614
1886.2435,25,0,95.2408
1888.1722,25,0,95.1292
1890.1009,25,0,95.0668
1892.0295,25,0,95.1381
1893.9582,25,0,95.16
1895.8869,25,0,95.1539
1897.8156,25,0,95.161
1899.7442,25,0,95.1629
1901.6729,25,0,95.1892
1903.6016,25,0,95.1915
1905.5302,25,0,95.1437
1907.4589,25,0,95.0918
1909.3876,25,0,95.0651
1911.3163,25,0,95.0512
1913.2449,25,0,95.0691
1915.1736,25,0,95.0627
1917.1023,25,0,94.9477
1919.031,25,0,94.9435
1920.9596,25,0,95.0281
1922.8883,25,0,95.0624
1924.817,25,0,95.1542
1926.7457,25,0,95.1809
1928.6743,25,0,95.1254
1930.603,25,0,95.1171
1932.5317,25,0,95.1514
1934.4604,25,0,95.1544
1936.389,25,0,95.085
1938.3177,25,0,95.0549
1940.2464,25,0,95.035
1942.1751,25,0,94.9556
1944.1037,25,0,94.9586
1946.0324,25,0,95.0088
1947.9611,25,0,95.0022
1949.8898,25,0,94.966
1951.8184,25,0,94.9889
1953.7471,25,0,95.012
1955.6758,25,0,94.9738
1957.6045,25,0,95.0094
1959.5331,25,0,95.0461
1961.4618,25,0,94.9466
1963.3905,25,0,94.8935
1965.3192,25,0,94.9406
1967.2478,25,0,94.9942
1969.1765,25,0,95.0461
1971.1052,25,0,95.0274
1973.0339,25,0,94.9552
1974.9625,25,0,94.8911
1976.8912,25,0,94.8947
1978.8199,25,0,94.9575
1980.7485,25,0,94.9926
1982.6772,25,0,94.9704
1984.6059,25,0,95.0008
1986.5346,25,0,94.9772
1988.4632,25,0,94.9145
1990.3919,25,0,94.9187
1992.3206,25,0,94.9254
1994.2493,25,0,95.0072
1996.1779,25,0,95.0688
1998.1066,25,0,95.0529
2000.0353,25,0,94.9627
2001.964,25,0,94.8471
2003.8926,25,0,94.8539
2005.8213,25,0,94.9324
2007.75,25,0,94.9632
2009.6787,25,0,94.9092
2011.6073,25,0,94.7875
2013.536,25,0,94.7223
2015.4647,25,0,94.8077
2017.3934,25,0,94.9351
2019.322,25,0,94.9461
2021.2507,25,0,94.9097
2023.1794,25,0,94.8942
2025.1081,25,0,94.8234
2027.0367,25,0,94.7598
2028.9654,25,0,94.7704
2030.8941,25,0,94.86
2032.8228,25,0,94.87
2034.7514,25,0,94.852
2036.6801,25,0,94.9791
2038.6088,25,0,94.9095
2040.5375,25,0,94.7555
2042.4661,25,0,94.75
2044.3948,25,0,94.7089
2046.3235,25,0,94.7795
2048.2521,25,0,94.9236
2050.1808,25,0,94.8865
2052.1095,25,0,94.8246
2054.0382,25,0,94.8602
2055.9668,25,0,94.8778
2057.8955,25,0,94.8586
2059.8242,25,0,94.8523
2061.7529,25,0,94.8495
2063.6815,25,0,94.8711
2065.6102,25,0,94.8824
2067.5389,25,0,94.839
2069.4676,25,0,94.837
2071.3962,25,0,94.89
2073.3249,25,0,94.9188
2075.2536,25,0,94.9118
2077.1823,25,0,94.8857
2079.1109,25,0,94.8589
2081.0396,25,0,94.8933
2082.9683,25,0,94.954
2084.897,25,0,94.9174
2086.8256,25,0,94.8585
2088.7543,25,0,94.8628
2090.683,25,0,94.9188
2092.6117,25,0,94.9485
2094.5403,25,0,94.9055
2096.469,25,0,94.8893
2098.3977,25,0,94.8909
2100.3264,25,0,94.877
2102.255,25,0,94.866
2104.1837,25,0,94.8273
2106.1124,25,0,94.7994
2108.0411,25,0,94.8334
2109.9697,25,0,94.8445
2111.8984,25,0,94.7727
2113.8271,25,0,94.7699
2115.7558,25,0,94.8335
2117.6844,25,0,94.8607
2119.6131,25,0,94.8845
2121.5418,25,0,94.8385
2123.4704,25,0,94.7934
2125.3991,25,0,94.7955
2127.3278,25,0,94.7748
2129.2565,25,0,94.7842
2131.1851,25,0,94.824
2133.1138,25,0,94.8878
2135.0425,25,0,94.9193
2136.9712,25,0,94.8533
2138.8998,25,0,94.7349
2140.8285,25,0,94.6649
2142.7572,25,0,94.7312
2144.6859,25,0,94.781
2146.6145,25,0,94.7689
2148.5432,25,0,94.7905
2150.4719,25,0,94.7773
2152.4006,25,0,94.7743
2154.3292,25,0,94.7619
2156.2579,25,0,94.7609
2158.1866,25,0,94.8504
2160.1153,25,0,94.7701
2162.0439,25,0,94.5907
2163.9726,25,0,94.5979
2165.9013,25,0,94.6335
2167.83,25,0,94.6142
2169.7586,25,0,94.6342
2171.6873,25,0,94.6797
2173.616,25,0,94.7206
2175.5447,25,0,94.718
2177.4733,25,0,94.6636
2179.402,25,0,94.6348
2181.3307,25,0,94.6561
2183.2594,25,0,94.6717
2185.188,25,0,94.6525
2187.1167,25,0,94.5735
2189.0454,25,0,94.5093
2190.9741,25,0,94.5397
2192.9027,25,0,94.517
2194.8314,25,0,94.5053
2196.7601,25,0,94.6376
2198.6887,25,0,94.6962
2200.6174,25,0,94.659
2202.5461,25,0,94.6643
2204.4748,25,0,94.6474
2206.4034,25,0,94.6209
2208.3321,25,0,94.6978
2210.2608,25,0,94.8047
2212.1895,25,0,94.8155
2214.1181,25,0,94.7239
2216.0468,25,0,94.6363
2217.9755,25,0,94.622
2219.9042,25,0,94.6443
2221.8328,25,0,94.6838
2223.7615,25,0,94.7067
2225.6902,25,0,94.7416
2227.6189,25,0,94.7744
2229.5475,25,0,94.6941
2231.4762,25,0,94.5802
2233.4049,25,0,94.5841
2235.3336,25,0,94.647
2237.2622,25,0,94.6697
2239.1909,25,0,94.6327
2241.1196,25,0,94.6072
2243.0483,25,0,94.6267
2244.9769,25,0,94.6312
2246.9056,25,0,94.6272
2248.8343,25,0,94.6458
2250.763,25,0,94.6882
2252.6916,25,0,94.6894
2254.6203,25,0,94.6528
2256.549,25,0,94.6656
2258.4777,25,0,94.7095
2260.4063,25,0,94.7052
2262.335,25,0,94.6435
2264.2637,25,0,94.6057
2266.1923,25,0,94.5961
2268.121,25,0,94.5998
2270.0497,25,0,94.6423
2271.9784,25,0,94.6306
2273.907,25,0,94.589
2275.8357,25,0,94.6129
2277.7644,25,0,94.6466
2279.6931,25,0,94.6524
2281.6217,25,0,94.6606
2283.5504,25,0,94.6777
2285.4791,25,0,94.6811
2287.4078,25,0,94.681
2289.3364,25,0,94.6821
2291.2651,25,0,94.6722
2293.1938,25,0,94.6584
2295.1225,25,0,94.6511
2297.0511,25,0,94.6561
2298.9798,25,0,94.6597
2300.9085,25,0,94.6435
2302.8372,25,0,94.5932
2304.7658,25,0,94.5564
2306.6945,25,0,94.5631
2308.6232,25,0,94.5504
2310.5519,25,0,94.523
2312.4805,25,0,94.543
2314.4092,25,0,94.6081
2316.3379,25,0,94.6568
2318.2666,25,0,94.6689
2320.1952,25,0,94.6787
2322.1239,25,0,94.7303
2324.0526,25,0,94.8062
2325.9813,25,0,94.8647
2327.9099,25,0,94.9297
2329.8386,25,0,95.0167
2331.7673,25,0,95.1069
2333.696,25,0,95.1558
2335.6246,25,0,95.1892
2337.5533,25,0,95.2346
2339.482,25,0,95.2388
2341.4106,25,0,95.1965
2343.3393,25,0,95.1267
2345.268,25,0,95.0508
2347.1967,25,0,94.9484
2349.1253,25,0,94.8672
2351.054,25,0,94.9122
2352.9827,25,0,95.0508
2354.9114,25,0,95.1583
2356.84,25,0,95.25
2358.7687,25,0,95.2956
2360.6974,25,0,95.3004
2362.6261,25,0,95.2823
2364.5547,25,0,95.1915
2366.4834,25,0,95.0885
2368.4121,25,0,94.9861
2370.3408,25,0,94.85
2372.2694,25,0,94.7795
2374.1981,25,0,94.7067
2376.1268,25,0,94.577
2378.0555,25,0,94.5309
2379.9841,25,0,94.5575
2381.9128,25,0,94.568
2383.8415,25,0,94.5842
2385.7702,25,0,94.6216
2387.6988,25,0,94.647
2389.6275,25,0,94.6454
2391.5562,25,0,94.639
2393.4849,25,0,94.6541
2395.4135,25,0,94.6622
2397.3422,25,0,94.6476
2399.2709,25,0,94.6367
2401.1996,25,0,94.6344
2403.1282,25,0,94.6332
2405.0569,25,0,94.6298
2406.9856,25,0,94.6182
2408.9143,25,0,94.5829
2410.8429,25,0,94.5542
2412.7716,25,0,94.5755
2414.7003,25,0,94.5854
2416.6289,25,0,94.5422
2418.5576,25,0,94.5181
2420.4863,25,0,94.5373
2422.415,25,0,94.563
2424.3436,25,0,94.5608
2426.2723,25,0,94.5476
2428.201,25,0,94.5679
2430.1297,25,0,94.6055
2432.0583,25,0,94.6079
2433.987,25,0,94.5698
2435.9157,25,0,94.5351
2437.8444,25,0,94.5107
2439.773,25,0,94.5207
2441.7017,25,0,94.5621
